franchise,city,state,latitude,longitude,total_locations,norm_per_100,dot_represents
The Coffee Club,Gold Coast,QLD,-27.99821,153.41414,280,10.13,1 dot ≈ 1 location
The Coffee Club,Gold Coast,QLD,-28.00543,153.39682,280,10.13,1 dot ≈ 1 location
The Coffee Club,Gold Coast,QLD,-28.00454,153.40526,280,10.13,1 dot ≈ 1 location
The Coffee Club,Gold Coast,QLD,-27.99107,153.39643,280,10.13,1 dot ≈ 1 location
The Coffee Club,Gold Coast,QLD,-28.02038,153.39952,280,10.13,1 dot ≈ 1 location
The Coffee Club,Gold Coast,QLD,-28.01552,153.40773,280,10.13,1 dot ≈ 1 location
The Coffee Club,Gold Coast,QLD,-28.01793,153.39451,280,10.13,1 dot ≈ 1 location
The Coffee Club,Gold Coast,QLD,-28.01223,153.40115,280,10.13,1 dot ≈ 1 location
The Coffee Club,Sunshine Coast,QLD,-26.64106,153.07803,280,10.13,1 dot ≈ 1 location
The Coffee Club,Sunshine Coast,QLD,-26.65001,153.04678,280,10.13,1 dot ≈ 1 location
The Coffee Club,Sunshine Coast,QLD,-26.65333,153.0721,280,10.13,1 dot ≈ 1 location
The Coffee Club,Sunshine Coast,QLD,-26.65003,153.07158,280,10.13,1 dot ≈ 1 location
The Coffee Club,Sunshine Coast,QLD,-26.65014,153.06613,280,10.13,1 dot ≈ 1 location
The Coffee Club,Sunshine Coast,QLD,-26.64772,153.06382,280,10.13,1 dot ≈ 1 location
The Coffee Club,Sunshine Coast,QLD,-26.6542,153.07519,280,10.13,1 dot ≈ 1 location
The Coffee Club,Townsville,QLD,-19.25609,146.81967,280,10.13,1 dot ≈ 1 location
The Coffee Club,Townsville,QLD,-19.25505,146.81407,280,10.13,1 dot ≈ 1 location
The Coffee Club,Townsville,QLD,-19.26614,146.8199,280,10.13,1 dot ≈ 1 location
The Coffee Club,Townsville,QLD,-19.2645,146.82153,280,10.13,1 dot ≈ 1 location
The Coffee Club,Townsville,QLD,-19.25252,146.82693,280,10.13,1 dot ≈ 1 location
The Coffee Club,Cairns,QLD,-16.91903,145.778,280,10.13,1 dot ≈ 1 location
The Coffee Club,Cairns,QLD,-16.91644,145.7858,280,10.13,1 dot ≈ 1 location
The Coffee Club,Cairns,QLD,-16.91295,145.78409,280,10.13,1 dot ≈ 1 location
The Coffee Club,Cairns,QLD,-16.91892,145.77922,280,10.13,1 dot ≈ 1 location
The Coffee Club,Cairns,QLD,-16.91933,145.77372,280,10.13,1 dot ≈ 1 location
The Coffee Club,Toowoomba,QLD,-27.54913,151.94428,280,10.13,1 dot ≈ 1 location
The Coffee Club,Toowoomba,QLD,-27.56701,151.95434,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.99095,115.85172,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-32.01089,115.86889,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.94319,115.88146,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.95687,115.87071,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.96746,115.86251,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.92646,115.82069,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.88959,115.82298,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.92768,115.88145,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.94329,115.87805,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.95591,115.83257,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.96135,115.84709,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.95119,115.85328,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.96258,115.88067,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.94731,115.86479,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.95368,115.87519,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.95273,115.82631,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.96604,115.88079,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.96022,115.86724,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.96328,115.83791,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.95206,115.86,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.95543,115.84182,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.93812,115.6994,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.96349,115.84707,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.94786,115.87549,280,10.13,1 dot ≈ 1 location
The Coffee Club,Perth,WA,-31.96639,115.87939,280,10.13,1 dot ≈ 1 location
The Coffee Club,Fremantle,WA,-32.04993,115.74576,280,10.13,1 dot ≈ 1 location
The Coffee Club,Fremantle,WA,-32.05712,115.74377,280,10.13,1 dot ≈ 1 location
The Coffee Club,Fremantle,WA,-32.05437,115.73525,280,10.13,1 dot ≈ 1 location
The Coffee Club,Fremantle,WA,-32.05184,115.74608,280,10.13,1 dot ≈ 1 location
The Coffee Club,Fremantle,WA,-32.06106,115.74518,280,10.13,1 dot ≈ 1 location
The Coffee Club,Bunbury,WA,-33.3349,115.64658,280,10.13,1 dot ≈ 1 location
The Coffee Club,Bunbury,WA,-33.32695,115.63796,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.92652,138.60096,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.91517,138.62546,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.9109,138.62085,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.93158,138.60963,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.91955,138.59453,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.94225,138.59685,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.93068,138.61185,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.96351,138.59442,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.92742,138.63661,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.92241,138.60062,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.89372,138.56121,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.91698,138.60118,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.93323,138.6051,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.95431,138.63947,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.92701,138.60251,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.92774,138.60155,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.95909,138.55455,280,10.13,1 dot ≈ 1 location
The Coffee Club,Adelaide,SA,-34.96092,138.57649,280,10.13,1 dot ≈ 1 location
The Coffee Club,Mount Gambier,SA,-37.81978,140.78729,280,10.13,1 dot ≈ 1 location
The Coffee Club,Mount Gambier,SA,-37.83137,140.78345,280,10.13,1 dot ≈ 1 location
The Coffee Club,Hobart,TAS,-42.88202,147.32699,280,10.13,1 dot ≈ 1 location
The Coffee Club,Hobart,TAS,-42.89042,147.30642,280,10.13,1 dot ≈ 1 location
The Coffee Club,Hobart,TAS,-42.8719,147.34075,280,10.13,1 dot ≈ 1 location
The Coffee Club,Hobart,TAS,-42.87526,147.31684,280,10.13,1 dot ≈ 1 location
The Coffee Club,Hobart,TAS,-42.88325,147.32725,280,10.13,1 dot ≈ 1 location
The Coffee Club,Hobart,TAS,-42.88821,147.35084,280,10.13,1 dot ≈ 1 location
The Coffee Club,Hobart,TAS,-42.89737,147.29885,280,10.13,1 dot ≈ 1 location
The Coffee Club,Launceston,TAS,-41.43355,147.13631,280,10.13,1 dot ≈ 1 location
The Coffee Club,Launceston,TAS,-41.43432,147.1277,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.28783,149.14644,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.27782,149.1231,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.28247,149.11697,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.27754,149.12861,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.27198,149.1357,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.25931,149.16825,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.29196,149.12296,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.25367,149.1424,280,10.13,1 dot ≈ 1 location
The Coffee Club,Canberra,ACT,-35.27423,149.13857,280,10.13,1 dot ≈ 1 location
The Coffee Club,Darwin,NT,-12.45319,130.85003,280,10.13,1 dot ≈ 1 location
The Coffee Club,Darwin,NT,-12.46114,130.83744,280,10.13,1 dot ≈ 1 location
The Coffee Club,Darwin,NT,-12.45815,130.8592,280,10.13,1 dot ≈ 1 location
The Coffee Club,Darwin,NT,-12.46855,130.84252,280,10.13,1 dot ≈ 1 location
The Coffee Club,Darwin,NT,-12.46553,130.84174,280,10.13,1 dot ≈ 1 location
The Coffee Club,Alice Springs,NT,-23.69999,133.86967,280,10.13,1 dot ≈ 1 location
The Coffee Club,Alice Springs,NT,-23.69787,133.87027,280,10.13,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.94422,151.18079,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.85692,151.20146,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.85061,151.2311,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.81964,151.23988,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.906,151.17882,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.86422,151.3352,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.86983,151.16418,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.89361,151.20161,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.90235,151.2308,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.91806,151.21468,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.86257,151.21643,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.83918,151.2217,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.88633,151.2452,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.89041,151.24135,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.84457,151.17748,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.90021,151.25301,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.85156,151.23839,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sydney,NSW,-33.91604,151.14508,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Parramatta,NSW,-33.81493,151.00111,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Parramatta,NSW,-33.8031,150.98993,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Parramatta,NSW,-33.80766,150.96035,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Parramatta,NSW,-33.81212,151.0089,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Newcastle,NSW,-32.91299,151.76649,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Newcastle,NSW,-32.93781,151.76078,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Newcastle,NSW,-32.93186,151.76746,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Wollongong,NSW,-34.41399,150.89219,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Wollongong,NSW,-34.42485,150.9079,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.81272,144.92555,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.82408,144.98021,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.82712,144.89424,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.76676,144.93967,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.814,144.97047,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.8128,144.96,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.8739,145.00272,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.78145,145.00499,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.83388,144.94014,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.81084,144.95006,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.85463,144.99397,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.81357,145.07245,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.79635,144.96155,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.81388,144.96308,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.79259,144.9263,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Melbourne,VIC,-37.82331,144.97912,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Geelong,VIC,-38.15712,144.35361,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Geelong,VIC,-38.16119,144.37696,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Ballarat,VIC,-37.56196,143.85005,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.46367,153.02173,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.50006,153.0073,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.47057,153.07375,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.45593,152.98033,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.4629,152.99749,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.43355,153.07459,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.5152,153.02454,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.51335,153.0763,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.44047,152.98487,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Brisbane,QLD,-27.47202,153.04935,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Gold Coast,QLD,-28.00444,153.40797,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Gold Coast,QLD,-28.00528,153.40014,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Gold Coast,QLD,-28.00545,153.43484,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Gold Coast,QLD,-28.03911,153.40682,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sunshine Coast,QLD,-26.64569,153.07248,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Sunshine Coast,QLD,-26.65119,153.06001,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Townsville,QLD,-19.25837,146.82749,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Cairns,QLD,-16.91783,145.78269,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Toowoomba,QLD,-27.56563,151.9535,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Perth,WA,-31.93611,115.89792,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Perth,WA,-31.98914,115.8484,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Perth,WA,-31.95419,115.87193,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Perth,WA,-31.92958,115.85625,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Perth,WA,-31.95704,115.86066,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Perth,WA,-31.95107,115.86078,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Perth,WA,-31.94983,115.8587,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Perth,WA,-31.9539,115.85213,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Fremantle,WA,-32.06093,115.75197,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Bunbury,WA,-33.32533,115.63881,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Adelaide,SA,-34.9083,138.62256,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Adelaide,SA,-34.93306,138.58834,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Adelaide,SA,-34.9102,138.63265,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Adelaide,SA,-34.90065,138.64184,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Adelaide,SA,-34.91718,138.60285,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Adelaide,SA,-34.91712,138.58421,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Mount Gambier,SA,-37.83394,140.77446,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Hobart,TAS,-42.87424,147.30798,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Hobart,TAS,-42.8824,147.30852,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Launceston,TAS,-41.433,147.13659,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Canberra,ACT,-35.28039,149.13284,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Canberra,ACT,-35.27783,149.12823,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Canberra,ACT,-35.27989,149.12939,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Darwin,NT,-12.45858,130.83804,90,3.25,1 dot ≈ 1 location
Zarraffa's Coffee,Alice Springs,NT,-23.69853,133.86428,90,3.25,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.8429,151.22245,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.79826,151.33387,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.86539,151.175,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.80794,151.21184,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.89455,151.21753,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.7972,151.21555,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.93989,151.29076,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.89142,151.21644,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.92709,151.22321,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.88023,151.22401,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.84975,151.21021,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.8608,151.20832,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.87632,151.21381,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.87009,151.2115,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.90641,151.22943,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.86307,151.18641,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.82995,151.26415,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.92527,151.19312,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.87417,151.22363,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.88025,151.21894,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.85344,151.14893,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.8558,151.23312,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.91159,151.20742,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.86487,151.19812,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.93403,151.27274,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.85572,151.17169,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.87463,151.17359,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.81148,151.27078,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.84206,151.23455,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.93666,151.18318,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.81735,151.16802,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.87715,151.23138,170,6.15,1 dot ≈ 1 location
Muffin Break,Sydney,NSW,-33.86891,151.19907,170,6.15,1 dot ≈ 1 location
Muffin Break,Parramatta,NSW,-33.79734,151.00235,170,6.15,1 dot ≈ 1 location
Muffin Break,Parramatta,NSW,-33.81801,151.00536,170,6.15,1 dot ≈ 1 location
Muffin Break,Parramatta,NSW,-33.80138,150.97465,170,6.15,1 dot ≈ 1 location
Muffin Break,Parramatta,NSW,-33.82522,151.01166,170,6.15,1 dot ≈ 1 location
Muffin Break,Parramatta,NSW,-33.80808,151.00424,170,6.15,1 dot ≈ 1 location
Muffin Break,Parramatta,NSW,-33.79333,150.99447,170,6.15,1 dot ≈ 1 location
Muffin Break,Parramatta,NSW,-33.81319,151.00535,170,6.15,1 dot ≈ 1 location
Muffin Break,Newcastle,NSW,-32.92445,151.76346,170,6.15,1 dot ≈ 1 location
Muffin Break,Newcastle,NSW,-32.92711,151.77197,170,6.15,1 dot ≈ 1 location
Muffin Break,Newcastle,NSW,-32.94859,151.77195,170,6.15,1 dot ≈ 1 location
Muffin Break,Newcastle,NSW,-32.92845,151.77695,170,6.15,1 dot ≈ 1 location
Muffin Break,Newcastle,NSW,-32.92824,151.77783,170,6.15,1 dot ≈ 1 location
Muffin Break,Newcastle,NSW,-32.92115,151.7657,170,6.15,1 dot ≈ 1 location
Muffin Break,Wollongong,NSW,-34.42926,150.89775,170,6.15,1 dot ≈ 1 location
Muffin Break,Wollongong,NSW,-34.41527,150.88256,170,6.15,1 dot ≈ 1 location
Muffin Break,Wollongong,NSW,-34.42076,150.89401,170,6.15,1 dot ≈ 1 location
Muffin Break,Wollongong,NSW,-34.41372,150.87008,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.81939,144.97258,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.8307,144.94042,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.79717,144.97013,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.85469,144.91594,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.82842,144.98625,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.8174,145.00645,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.76454,144.91893,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.81291,144.95594,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.82901,144.99768,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.86381,144.96169,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.71523,144.97145,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.8013,144.98233,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.79441,145.01874,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.95376,145.07405,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.68564,144.94411,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.85526,144.91036,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.82502,144.94632,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.83018,144.9657,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.86273,145.02322,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.8301,144.95623,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.80944,144.959,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.81386,144.96311,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.82078,144.88228,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.85525,144.87941,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.81977,144.93918,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.80238,145.00579,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.82549,144.92371,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.80556,144.969,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.84921,144.94493,170,6.15,1 dot ≈ 1 location
Muffin Break,Melbourne,VIC,-37.84992,144.97273,170,6.15,1 dot ≈ 1 location
Muffin Break,Geelong,VIC,-38.15345,144.36509,170,6.15,1 dot ≈ 1 location
Muffin Break,Geelong,VIC,-38.15651,144.38733,170,6.15,1 dot ≈ 1 location
Muffin Break,Geelong,VIC,-38.15313,144.36306,170,6.15,1 dot ≈ 1 location
Muffin Break,Geelong,VIC,-38.15532,144.36472,170,6.15,1 dot ≈ 1 location
Muffin Break,Ballarat,VIC,-37.56143,143.8494,170,6.15,1 dot ≈ 1 location
Muffin Break,Ballarat,VIC,-37.56358,143.84918,170,6.15,1 dot ≈ 1 location
Muffin Break,Ballarat,VIC,-37.56144,143.85384,170,6.15,1 dot ≈ 1 location
Muffin Break,Brisbane,QLD,-27.46873,153.02761,170,6.15,1 dot ≈ 1 location
Muffin Break,Brisbane,QLD,-27.46554,153.03462,170,6.15,1 dot ≈ 1 location
Muffin Break,Brisbane,QLD,-27.45995,153.04258,170,6.15,1 dot ≈ 1 location
Muffin Break,Brisbane,QLD,-27.47537,153.02813,170,6.15,1 dot ≈ 1 location
Muffin Break,Brisbane,QLD,-27.47123,153.03849,170,6.15,1 dot ≈ 1 location
Muffin Break,Brisbane,QLD,-27.44873,153.0092,170,6.15,1 dot ≈ 1 location
Muffin Break,Brisbane,QLD,-27.44893,153.04251,170,6.15,1 dot ≈ 1 location
Muffin Break,Brisbane,QLD,-27.44874,153.02972,170,6.15,1 dot ≈ 1 location
