dot_id,place,state,latitude,longitude,cafe_count_proxy,analysis_area_km2,cafes_per_100km2,dot_value_cafes
Melbourne_220,Melbourne,VIC,-37.87966,144.898684,4800,9993,48.0,5
Melbourne_221,Melbourne,VIC,-37.795953,145.054769,4800,9993,48.0,5
Melbourne_222,Melbourne,VIC,-37.771769,144.885515,4800,9993,48.0,5
Melbourne_223,Melbourne,VIC,-37.896216,144.988399,4800,9993,48.0,5
Melbourne_224,Melbourne,VIC,-37.744191,144.999404,4800,9993,48.0,5
Melbourne_225,Melbourne,VIC,-37.836931,144.87273,4800,9993,48.0,5
Melbourne_226,Melbourne,VIC,-37.840104,145.055231,4800,9993,48.0,5
Melbourne_227,Melbourne,VIC,-37.738891,144.912839,4800,9993,48.0,5
Melbourne_228,Melbourne,VIC,-37.892054,144.940135,4800,9993,48.0,5
Melbourne_229,Melbourne,VIC,-37.772569,145.047861,4800,9993,48.0,5
Melbourne_230,Melbourne,VIC,-37.793941,144.861479,4800,9993,48.0,5
Melbourne_231,Melbourne,VIC,-37.87745,145.016452,4800,9993,48.0,5
Melbourne_232,Melbourne,VIC,-37.729751,144.96895,4800,9993,48.0,5
Melbourne_233,Melbourne,VIC,-37.870795,144.881335,4800,9993,48.0,5
Melbourne_234,Melbourne,VIC,-37.81855,145.061784,4800,9993,48.0,5
Melbourne_235,Melbourne,VIC,-37.761564,144.891272,4800,9993,48.0,5
Melbourne_236,Melbourne,VIC,-37.900491,144.97213,4800,9993,48.0,5
Melbourne_237,Melbourne,VIC,-37.75045,145.02106,4800,9993,48.0,5
Melbourne_238,Melbourne,VIC,-37.821698,144.863924,4800,9993,48.0,5
Melbourne_239,Melbourne,VIC,-37.858165,145.056466,4800,9993,48.0,5
Melbourne_240,Melbourne,VIC,-37.736296,144.938653,4800,9993,48.0,5
Melbourne_241,Melbourne,VIC,-37.881824,144.91271,4800,9993,48.0,5
Melbourne_242,Melbourne,VIC,-37.791368,145.065109,4800,9993,48.0,5
Melbourne_243,Melbourne,VIC,-37.782239,144.871004,4800,9993,48.0,5
Melbourne_244,Melbourne,VIC,-37.893147,145.013946,4800,9993,48.0,5
Melbourne_245,Melbourne,VIC,-37.733084,144.999786,4800,9993,48.0,5
Melbourne_246,Melbourne,VIC,-37.852668,144.875378,4800,9993,48.0,5
Melbourne_247,Melbourne,VIC,-37.830097,145.063438,4800,9993,48.0,5
Melbourne_248,Melbourne,VIC,-37.745751,144.901576,4800,9993,48.0,5
Melbourne_249,Melbourne,VIC,-37.89312,144.941971,4800,9993,48.0,5
Melbourne_250,Melbourne,VIC,-37.763766,145.049896,4800,9993,48.0,5
Melbourne_251,Melbourne,VIC,-37.804643,144.849851,4800,9993,48.0,5
Melbourne_252,Melbourne,VIC,-37.872294,145.03637,4800,9993,48.0,5
Melbourne_253,Melbourne,VIC,-37.730214,144.959805,4800,9993,48.0,5
Melbourne_254,Melbourne,VIC,-37.880097,144.897694,4800,9993,48.0,5
Melbourne_255,Melbourne,VIC,-37.805573,145.077259,4800,9993,48.0,5
Melbourne_256,Melbourne,VIC,-37.764652,144.87617,4800,9993,48.0,5
Melbourne_257,Melbourne,VIC,-37.894121,144.982602,4800,9993,48.0,5
Melbourne_258,Melbourne,VIC,-37.743395,145.013638,4800,9993,48.0,5
Melbourne_259,Melbourne,VIC,-37.836953,144.857632,4800,9993,48.0,5
Melbourne_260,Melbourne,VIC,-37.848214,145.059326,4800,9993,48.0,5
Melbourne_261,Melbourne,VIC,-37.732693,144.920678,4800,9993,48.0,5
Melbourne_262,Melbourne,VIC,-37.896915,144.921639,4800,9993,48.0,5
Melbourne_263,Melbourne,VIC,-37.777174,145.069517,4800,9993,48.0,5
Melbourne_264,Melbourne,VIC,-37.790619,144.860228,4800,9993,48.0,5
Melbourne_265,Melbourne,VIC,-37.885588,145.016601,4800,9993,48.0,5
Melbourne_266,Melbourne,VIC,-37.725293,144.97837,4800,9993,48.0,5
Melbourne_267,Melbourne,VIC,-37.865866,144.880416,4800,9993,48.0,5
Melbourne_268,Melbourne,VIC,-37.827455,145.07114,4800,9993,48.0,5
Melbourne_269,Melbourne,VIC,-37.74679,144.883531,4800,9993,48.0,5
Melbourne_270,Melbourne,VIC,-37.906951,144.963648,4800,9993,48.0,5
Melbourne_271,Melbourne,VIC,-37.751411,145.035444,4800,9993,48.0,5
Melbourne_272,Melbourne,VIC,-37.817737,144.846694,4800,9993,48.0,5
Melbourne_273,Melbourne,VIC,-37.866958,145.050212,4800,9993,48.0,5
Melbourne_274,Melbourne,VIC,-37.732143,144.938104,4800,9993,48.0,5
Melbourne_275,Melbourne,VIC,-37.882249,144.903236,4800,9993,48.0,5
Melbourne_276,Melbourne,VIC,-37.787636,145.072902,4800,9993,48.0,5
Melbourne_277,Melbourne,VIC,-37.768413,144.863332,4800,9993,48.0,5
Melbourne_278,Melbourne,VIC,-37.894569,145.002319,4800,9993,48.0,5
Melbourne_279,Melbourne,VIC,-37.730361,145.009913,4800,9993,48.0,5
Melbourne_280,Melbourne,VIC,-37.848108,144.850055,4800,9993,48.0,5
Melbourne_281,Melbourne,VIC,-37.83726,145.075005,4800,9993,48.0,5
Melbourne_282,Melbourne,VIC,-37.731602,144.901184,4800,9993,48.0,5
Melbourne_283,Melbourne,VIC,-37.896844,144.940781,4800,9993,48.0,5
Melbourne_284,Melbourne,VIC,-37.764668,145.062913,4800,9993,48.0,5
Melbourne_285,Melbourne,VIC,-37.800407,144.854108,4800,9993,48.0,5
Melbourne_286,Melbourne,VIC,-37.883589,145.031963,4800,9993,48.0,5
Melbourne_287,Melbourne,VIC,-37.728326,144.964898,4800,9993,48.0,5
Melbourne_288,Melbourne,VIC,-37.879802,144.886064,4800,9993,48.0,5
Melbourne_289,Melbourne,VIC,-37.807126,145.084694,4800,9993,48.0,5
Melbourne_290,Melbourne,VIC,-37.756766,144.867161,4800,9993,48.0,5
Melbourne_291,Melbourne,VIC,-37.901659,144.974823,4800,9993,48.0,5
Melbourne_292,Melbourne,VIC,-37.740423,145.025321,4800,9993,48.0,5
Melbourne_293,Melbourne,VIC,-37.836587,144.851289,4800,9993,48.0,5
Melbourne_294,Melbourne,VIC,-37.860006,145.056115,4800,9993,48.0,5
Melbourne_295,Melbourne,VIC,-37.727454,144.923882,4800,9993,48.0,5
Melbourne_296,Melbourne,VIC,-37.894824,144.910275,4800,9993,48.0,5
Melbourne_297,Melbourne,VIC,-37.780002,145.073231,4800,9993,48.0,5
Melbourne_298,Melbourne,VIC,-37.785005,144.856671,4800,9993,48.0,5
Melbourne_299,Melbourne,VIC,-37.900803,145.022705,4800,9993,48.0,5
Melbourne_300,Melbourne,VIC,-37.721791,144.992305,4800,9993,48.0,5
Melbourne_301,Melbourne,VIC,-37.864322,144.871215,4800,9993,48.0,5
Melbourne_302,Melbourne,VIC,-37.828161,145.085394,4800,9993,48.0,5
Melbourne_303,Melbourne,VIC,-37.746487,144.88827,4800,9993,48.0,5
Melbourne_304,Melbourne,VIC,-37.908284,144.955404,4800,9993,48.0,5
Melbourne_305,Melbourne,VIC,-37.754149,145.049193,4800,9993,48.0,5
Melbourne_306,Melbourne,VIC,-37.817095,144.838993,4800,9993,48.0,5
Melbourne_307,Melbourne,VIC,-37.878752,145.057243,4800,9993,48.0,5
Melbourne_308,Melbourne,VIC,-37.715626,144.960946,4800,9993,48.0,5
Melbourne_309,Melbourne,VIC,-37.889022,144.885697,4800,9993,48.0,5
Melbourne_310,Melbourne,VIC,-37.795336,145.086603,4800,9993,48.0,5
Melbourne_311,Melbourne,VIC,-37.764225,144.858267,4800,9993,48.0,5
Melbourne_312,Melbourne,VIC,-37.904636,144.987616,4800,9993,48.0,5
Melbourne_313,Melbourne,VIC,-37.73302,145.019924,4800,9993,48.0,5
Melbourne_314,Melbourne,VIC,-37.84177,144.84307,4800,9993,48.0,5
Melbourne_315,Melbourne,VIC,-37.850288,145.066373,4800,9993,48.0,5
Melbourne_316,Melbourne,VIC,-37.729282,144.910117,4800,9993,48.0,5
Melbourne_317,Melbourne,VIC,-37.899981,144.934089,4800,9993,48.0,5
Melbourne_318,Melbourne,VIC,-37.764419,145.063071,4800,9993,48.0,5
Melbourne_319,Melbourne,VIC,-37.792107,144.846632,4800,9993,48.0,5
Melbourne_320,Melbourne,VIC,-37.887594,145.030295,4800,9993,48.0,5
Melbourne_321,Melbourne,VIC,-37.7156,144.979691,4800,9993,48.0,5
Melbourne_322,Melbourne,VIC,-37.87077,144.871296,4800,9993,48.0,5
Melbourne_323,Melbourne,VIC,-37.813851,145.082886,4800,9993,48.0,5
Melbourne_324,Melbourne,VIC,-37.744441,144.879824,4800,9993,48.0,5
Melbourne_325,Melbourne,VIC,-37.916272,144.96519,4800,9993,48.0,5
Melbourne_326,Melbourne,VIC,-37.737594,145.033486,4800,9993,48.0,5
Melbourne_327,Melbourne,VIC,-37.823205,144.84507,4800,9993,48.0,5
Melbourne_328,Melbourne,VIC,-37.867738,145.068868,4800,9993,48.0,5
Melbourne_329,Melbourne,VIC,-37.721668,144.932325,4800,9993,48.0,5
Melbourne_330,Melbourne,VIC,-37.895318,144.900668,4800,9993,48.0,5
Melbourne_331,Melbourne,VIC,-37.780898,145.077913,4800,9993,48.0,5
Melbourne_332,Melbourne,VIC,-37.776545,144.842098,4800,9993,48.0,5
Melbourne_333,Melbourne,VIC,-37.906148,145.019121,4800,9993,48.0,5
Melbourne_334,Melbourne,VIC,-37.719211,145.00221,4800,9993,48.0,5
Melbourne_335,Melbourne,VIC,-37.862323,144.858931,4800,9993,48.0,5
Melbourne_336,Melbourne,VIC,-37.840327,145.082393,4800,9993,48.0,5
Melbourne_337,Melbourne,VIC,-37.731079,144.898589,4800,9993,48.0,5
Melbourne_338,Melbourne,VIC,-37.913569,144.945876,4800,9993,48.0,5
Melbourne_339,Melbourne,VIC,-37.744336,145.063122,4800,9993,48.0,5
Melbourne_340,Melbourne,VIC,-37.7999,144.830734,4800,9993,48.0,5
Melbourne_341,Melbourne,VIC,-37.888835,145.043385,4800,9993,48.0,5
Melbourne_342,Melbourne,VIC,-37.717776,144.965616,4800,9993,48.0,5
Melbourne_343,Melbourne,VIC,-37.884602,144.875233,4800,9993,48.0,5
Melbourne_344,Melbourne,VIC,-37.802209,145.092072,4800,9993,48.0,5
Melbourne_345,Melbourne,VIC,-37.753331,144.870688,4800,9993,48.0,5
Melbourne_346,Melbourne,VIC,-37.916691,144.99568,4800,9993,48.0,5
Melbourne_347,Melbourne,VIC,-37.724243,145.0304,4800,9993,48.0,5
Melbourne_348,Melbourne,VIC,-37.834148,144.84705,4800,9993,48.0,5
Melbourne_349,Melbourne,VIC,-37.859687,145.079877,4800,9993,48.0,5
Melbourne_350,Melbourne,VIC,-37.715032,144.917408,4800,9993,48.0,5
Melbourne_351,Melbourne,VIC,-37.908219,144.906471,4800,9993,48.0,5
Melbourne_352,Melbourne,VIC,-37.770075,145.070206,4800,9993,48.0,5
Melbourne_353,Melbourne,VIC,-37.784255,144.839264,4800,9993,48.0,5
Melbourne_354,Melbourne,VIC,-37.902941,145.028206,4800,9993,48.0,5
Melbourne_355,Melbourne,VIC,-37.716803,144.989331,4800,9993,48.0,5
Melbourne_356,Melbourne,VIC,-37.871062,144.848281,4800,9993,48.0,5
Melbourne_357,Melbourne,VIC,-37.830713,145.080729,4800,9993,48.0,5
Melbourne_358,Melbourne,VIC,-37.73695,144.887309,4800,9993,48.0,5
Melbourne_359,Melbourne,VIC,-37.911111,144.957836,4800,9993,48.0,5
Melbourne_360,Melbourne,VIC,-37.745092,145.050105,4800,9993,48.0,5
Melbourne_361,Melbourne,VIC,-37.820773,144.834167,4800,9993,48.0,5
Melbourne_362,Melbourne,VIC,-37.876475,145.062416,4800,9993,48.0,5
Melbourne_363,Melbourne,VIC,-37.717426,144.942415,4800,9993,48.0,5
Melbourne_364,Melbourne,VIC,-37.901772,144.892007,4800,9993,48.0,5
Melbourne_365,Melbourne,VIC,-37.783957,145.095467,4800,9993,48.0,5
Melbourne_366,Melbourne,VIC,-37.766567,144.842889,4800,9993,48.0,5
Melbourne_367,Melbourne,VIC,-37.91302,144.996765,4800,9993,48.0,5
Melbourne_368,Melbourne,VIC,-37.715644,145.021302,4800,9993,48.0,5
Melbourne_369,Melbourne,VIC,-37.851886,144.83785,4800,9993,48.0,5
Melbourne_370,Melbourne,VIC,-37.843047,145.089436,4800,9993,48.0,5
Melbourne_371,Melbourne,VIC,-37.727198,144.895959,4800,9993,48.0,5
Melbourne_372,Melbourne,VIC,-37.918484,144.931439,4800,9993,48.0,5
Melbourne_373,Melbourne,VIC,-37.756566,145.070295,4800,9993,48.0,5
Melbourne_374,Melbourne,VIC,-37.799808,144.825279,4800,9993,48.0,5
Melbourne_375,Melbourne,VIC,-37.900584,145.049593,4800,9993,48.0,5
Melbourne_376,Melbourne,VIC,-37.705249,144.974249,4800,9993,48.0,5
Melbourne_377,Melbourne,VIC,-37.881288,144.865342,4800,9993,48.0,5
Melbourne_378,Melbourne,VIC,-37.818579,145.103207,4800,9993,48.0,5
Melbourne_379,Melbourne,VIC,-37.739836,144.864157,4800,9993,48.0,5
Melbourne_380,Melbourne,VIC,-37.916934,144.982949,4800,9993,48.0,5
Melbourne_381,Melbourne,VIC,-37.733549,145.032791,4800,9993,48.0,5
Melbourne_382,Melbourne,VIC,-37.832418,144.833507,4800,9993,48.0,5
Melbourne_383,Melbourne,VIC,-37.873183,145.080601,4800,9993,48.0,5
Melbourne_384,Melbourne,VIC,-37.706409,144.923223,4800,9993,48.0,5
Melbourne_385,Melbourne,VIC,-37.911563,144.898782,4800,9993,48.0,5
Melbourne_386,Melbourne,VIC,-37.784922,145.086685,4800,9993,48.0,5
Melbourne_387,Melbourne,VIC,-37.777848,144.844327,4800,9993,48.0,5
Melbourne_388,Melbourne,VIC,-37.913957,145.020579,4800,9993,48.0,5
Melbourne_389,Melbourne,VIC,-37.71555,145.01047,4800,9993,48.0,5
Melbourne_390,Melbourne,VIC,-37.871203,144.851012,4800,9993,48.0,5
Melbourne_391,Melbourne,VIC,-37.83136,145.088201,4800,9993,48.0,5
Melbourne_392,Melbourne,VIC,-37.732948,144.888323,4800,9993,48.0,5
Melbourne_393,Melbourne,VIC,-37.92496,144.955683,4800,9993,48.0,5
Melbourne_394,Melbourne,VIC,-37.743223,145.067262,4800,9993,48.0,5
Melbourne_395,Melbourne,VIC,-37.816774,144.819471,4800,9993,48.0,5
Melbourne_396,Melbourne,VIC,-37.879372,145.057263,4800,9993,48.0,5
Melbourne_397,Melbourne,VIC,-37.709099,144.959838,4800,9993,48.0,5
Melbourne_398,Melbourne,VIC,-37.891821,144.882605,4800,9993,48.0,5
Melbourne_399,Melbourne,VIC,-37.797055,145.100796,4800,9993,48.0,5
Melbourne_400,Melbourne,VIC,-37.760639,144.849416,4800,9993,48.0,5
Melbourne_401,Melbourne,VIC,-37.919248,144.984836,4800,9993,48.0,5
Melbourne_402,Melbourne,VIC,-37.715578,145.033939,4800,9993,48.0,5
Melbourne_403,Melbourne,VIC,-37.850144,144.844706,4800,9993,48.0,5
Melbourne_404,Melbourne,VIC,-37.856198,145.093539,4800,9993,48.0,5
Melbourne_405,Melbourne,VIC,-37.712415,144.913739,4800,9993,48.0,5
Melbourne_406,Melbourne,VIC,-37.917429,144.906767,4800,9993,48.0,5
Melbourne_407,Melbourne,VIC,-37.765814,145.075664,4800,9993,48.0,5
Melbourne_408,Melbourne,VIC,-37.788656,144.826543,4800,9993,48.0,5
Melbourne_409,Melbourne,VIC,-37.906803,145.041946,4800,9993,48.0,5
Melbourne_410,Melbourne,VIC,-37.708189,144.989597,4800,9993,48.0,5
Melbourne_411,Melbourne,VIC,-37.879565,144.846322,4800,9993,48.0,5
Melbourne_412,Melbourne,VIC,-37.823426,145.093576,4800,9993,48.0,5
Melbourne_413,Melbourne,VIC,-37.742337,144.869771,4800,9993,48.0,5
Melbourne_414,Melbourne,VIC,-37.924171,144.955562,4800,9993,48.0,5
Melbourne_415,Melbourne,VIC,-37.735691,145.044603,4800,9993,48.0,5
Melbourne_416,Melbourne,VIC,-37.830473,144.833399,4800,9993,48.0,5
Melbourne_417,Melbourne,VIC,-37.878997,145.067475,4800,9993,48.0,5
Melbourne_418,Melbourne,VIC,-37.702306,144.933109,4800,9993,48.0,5
Melbourne_419,Melbourne,VIC,-37.908738,144.889148,4800,9993,48.0,5
Melbourne_420,Melbourne,VIC,-37.774916,145.102827,4800,9993,48.0,5
Melbourne_421,Melbourne,VIC,-37.768746,144.84217,4800,9993,48.0,5
Melbourne_422,Melbourne,VIC,-37.917762,145.01467,4800,9993,48.0,5
Melbourne_423,Melbourne,VIC,-37.707678,145.008861,4800,9993,48.0,5
Melbourne_424,Melbourne,VIC,-37.858449,144.829664,4800,9993,48.0,5
Melbourne_425,Melbourne,VIC,-37.842814,145.092975,4800,9993,48.0,5
Melbourne_426,Melbourne,VIC,-37.720702,144.897333,4800,9993,48.0,5
Melbourne_427,Melbourne,VIC,-37.922037,144.939893,4800,9993,48.0,5
Melbourne_428,Melbourne,VIC,-37.756758,145.078983,4800,9993,48.0,5
Melbourne_429,Melbourne,VIC,-37.800563,144.823453,4800,9993,48.0,5
Melbourne_430,Melbourne,VIC,-37.903457,145.060583,4800,9993,48.0,5
Melbourne_431,Melbourne,VIC,-37.701766,144.966013,4800,9993,48.0,5
Melbourne_432,Melbourne,VIC,-37.895971,144.86211,4800,9993,48.0,5
Melbourne_433,Melbourne,VIC,-37.813237,145.100396,4800,9993,48.0,5
Melbourne_434,Melbourne,VIC,-37.749405,144.848184,4800,9993,48.0,5
Melbourne_435,Melbourne,VIC,-37.926394,144.978553,4800,9993,48.0,5
Melbourne_436,Melbourne,VIC,-37.718718,145.043803,4800,9993,48.0,5
Melbourne_437,Melbourne,VIC,-37.833631,144.829616,4800,9993,48.0,5
Melbourne_438,Melbourne,VIC,-37.875939,145.085311,4800,9993,48.0,5
Melbourne_439,Melbourne,VIC,-37.71361,144.92326,4800,9993,48.0,5
Melbourne_440,Melbourne,VIC,-37.921892,144.898871,4800,9993,48.0,5
Melbourne_441,Melbourne,VIC,-37.771036,145.103451,4800,9993,48.0,5
Melbourne_442,Melbourne,VIC,-37.782965,144.833103,4800,9993,48.0,5
Melbourne_443,Melbourne,VIC,-37.916016,145.039954,4800,9993,48.0,5
Melbourne_444,Melbourne,VIC,-37.703483,144.992301,4800,9993,48.0,5
Melbourne_445,Melbourne,VIC,-37.877076,144.844024,4800,9993,48.0,5
Melbourne_446,Melbourne,VIC,-37.827256,145.102857,4800,9993,48.0,5
Melbourne_447,Melbourne,VIC,-37.720582,144.880785,4800,9993,48.0,5
Melbourne_448,Melbourne,VIC,-37.931947,144.954982,4800,9993,48.0,5
Melbourne_449,Melbourne,VIC,-37.729801,145.069782,4800,9993,48.0,5
Melbourne_450,Melbourne,VIC,-37.814594,144.828176,4800,9993,48.0,5
Melbourne_451,Melbourne,VIC,-37.892483,145.076485,4800,9993,48.0,5
Melbourne_452,Melbourne,VIC,-37.704525,144.947518,4800,9993,48.0,5
Melbourne_453,Melbourne,VIC,-37.903217,144.870388,4800,9993,48.0,5
Melbourne_454,Melbourne,VIC,-37.793183,145.103405,4800,9993,48.0,5
Melbourne_455,Melbourne,VIC,-37.757765,144.831308,4800,9993,48.0,5
Melbourne_456,Melbourne,VIC,-37.922328,145.008474,4800,9993,48.0,5
Melbourne_457,Melbourne,VIC,-37.713986,145.017195,4800,9993,48.0,5
Melbourne_458,Melbourne,VIC,-37.859038,144.835286,4800,9993,48.0,5
Melbourne_459,Melbourne,VIC,-37.852866,145.091066,4800,9993,48.0,5
Melbourne_460,Melbourne,VIC,-37.713812,144.905488,4800,9993,48.0,5
Melbourne_461,Melbourne,VIC,-37.92355,144.916618,4800,9993,48.0,5
Melbourne_462,Melbourne,VIC,-37.755887,145.082729,4800,9993,48.0,5
Melbourne_463,Melbourne,VIC,-37.798076,144.815515,4800,9993,48.0,5
Melbourne_464,Melbourne,VIC,-37.905386,145.054706,4800,9993,48.0,5
Melbourne_465,Melbourne,VIC,-37.707589,144.984088,4800,9993,48.0,5
Melbourne_466,Melbourne,VIC,-37.888485,144.841424,4800,9993,48.0,5
Melbourne_467,Melbourne,VIC,-37.82168,145.109864,4800,9993,48.0,5
Melbourne_468,Melbourne,VIC,-37.731824,144.862776,4800,9993,48.0,5
Melbourne_469,Melbourne,VIC,-37.927763,144.970273,4800,9993,48.0,5
Melbourne_470,Melbourne,VIC,-37.716676,145.05693,4800,9993,48.0,5
Melbourne_471,Melbourne,VIC,-37.840755,144.809487,4800,9993,48.0,5
Melbourne_472,Melbourne,VIC,-37.87705,145.094458,4800,9993,48.0,5
Melbourne_473,Melbourne,VIC,-37.706811,144.929138,4800,9993,48.0,5
Melbourne_474,Melbourne,VIC,-37.913677,144.897275,4800,9993,48.0,5
Melbourne_475,Melbourne,VIC,-37.780371,145.096626,4800,9993,48.0,5
Melbourne_476,Melbourne,VIC,-37.76331,144.83435,4800,9993,48.0,5
Melbourne_477,Melbourne,VIC,-37.911376,145.027611,4800,9993,48.0,5
Melbourne_478,Melbourne,VIC,-37.700534,145.022684,4800,9993,48.0,5
Melbourne_479,Melbourne,VIC,-37.863141,144.836523,4800,9993,48.0,5
Melbourne_480,Melbourne,VIC,-37.840956,145.096782,4800,9993,48.0,5
Melbourne_481,Melbourne,VIC,-37.721788,144.877393,4800,9993,48.0,5
Melbourne_482,Melbourne,VIC,-37.9252,144.938332,4800,9993,48.0,5
Melbourne_483,Melbourne,VIC,-37.733268,145.080792,4800,9993,48.0,5
Melbourne_484,Melbourne,VIC,-37.812873,144.821545,4800,9993,48.0,5
Melbourne_485,Melbourne,VIC,-37.90409,145.072367,4800,9993,48.0,5
Melbourne_486,Melbourne,VIC,-37.693091,144.956246,4800,9993,48.0,5
Melbourne_487,Melbourne,VIC,-37.902029,144.859772,4800,9993,48.0,5
Melbourne_488,Melbourne,VIC,-37.806933,145.11724,4800,9993,48.0,5
Melbourne_489,Melbourne,VIC,-37.749846,144.842405,4800,9993,48.0,5
Melbourne_490,Melbourne,VIC,-37.931923,144.986297,4800,9993,48.0,5
Melbourne_491,Melbourne,VIC,-37.706785,145.040246,4800,9993,48.0,5
Melbourne_492,Melbourne,VIC,-37.852667,144.812253,4800,9993,48.0,5
Melbourne_493,Melbourne,VIC,-37.858377,145.091101,4800,9993,48.0,5
Melbourne_494,Melbourne,VIC,-37.700947,144.908282,4800,9993,48.0,5
Melbourne_495,Melbourne,VIC,-37.923881,144.916225,4800,9993,48.0,5
Melbourne_496,Melbourne,VIC,-37.754532,145.099688,4800,9993,48.0,5
Melbourne_497,Melbourne,VIC,-37.782038,144.81295,4800,9993,48.0,5
Melbourne_498,Melbourne,VIC,-37.910969,145.034793,4800,9993,48.0,5
Melbourne_499,Melbourne,VIC,-37.700258,144.98635,4800,9993,48.0,5
Melbourne_500,Melbourne,VIC,-37.891223,144.8387,4800,9993,48.0,5
Melbourne_501,Melbourne,VIC,-37.822509,145.116784,4800,9993,48.0,5
Melbourne_502,Melbourne,VIC,-37.725701,144.856799,4800,9993,48.0,5
Melbourne_503,Melbourne,VIC,-37.9287,144.965239,4800,9993,48.0,5
Melbourne_504,Melbourne,VIC,-37.726385,145.065429,4800,9993,48.0,5
Melbourne_505,Melbourne,VIC,-37.826541,144.820767,4800,9993,48.0,5
Melbourne_506,Melbourne,VIC,-37.88991,145.079118,4800,9993,48.0,5
Melbourne_507,Melbourne,VIC,-37.687241,144.939559,4800,9993,48.0,5
Melbourne_508,Melbourne,VIC,-37.912146,144.891674,4800,9993,48.0,5
Melbourne_509,Melbourne,VIC,-37.792774,145.109869,4800,9993,48.0,5
Melbourne_510,Melbourne,VIC,-37.749282,144.83019,4800,9993,48.0,5
Melbourne_511,Melbourne,VIC,-37.937726,145.008646,4800,9993,48.0,5
Melbourne_512,Melbourne,VIC,-37.693725,145.020229,4800,9993,48.0,5
Melbourne_513,Melbourne,VIC,-37.857464,144.820651,4800,9993,48.0,5
Melbourne_514,Melbourne,VIC,-37.855252,145.109234,4800,9993,48.0,5
Melbourne_515,Melbourne,VIC,-37.705171,144.879757,4800,9993,48.0,5
Melbourne_516,Melbourne,VIC,-37.924779,144.932464,4800,9993,48.0,5
Melbourne_517,Melbourne,VIC,-37.740865,145.093473,4800,9993,48.0,5
Melbourne_518,Melbourne,VIC,-37.792239,144.804623,4800,9993,48.0,5
Melbourne_519,Melbourne,VIC,-37.913535,145.067106,4800,9993,48.0,5
Melbourne_520,Melbourne,VIC,-37.685398,144.962535,4800,9993,48.0,5
Melbourne_521,Melbourne,VIC,-37.896312,144.856241,4800,9993,48.0,5
Melbourne_522,Melbourne,VIC,-37.811403,145.115707,4800,9993,48.0,5
Melbourne_523,Melbourne,VIC,-37.737917,144.854128,4800,9993,48.0,5
Melbourne_524,Melbourne,VIC,-37.935254,144.970311,4800,9993,48.0,5
Melbourne_525,Melbourne,VIC,-37.714575,145.061194,4800,9993,48.0,5
Melbourne_526,Melbourne,VIC,-37.832831,144.798679,4800,9993,48.0,5
Melbourne_527,Melbourne,VIC,-37.875093,145.091043,4800,9993,48.0,5
Melbourne_528,Melbourne,VIC,-37.692044,144.910906,4800,9993,48.0,5
Melbourne_529,Melbourne,VIC,-37.925872,144.890632,4800,9993,48.0,5
Melbourne_530,Melbourne,VIC,-37.77002,145.11569,4800,9993,48.0,5
Melbourne_531,Melbourne,VIC,-37.770454,144.808856,4800,9993,48.0,5
Melbourne_532,Melbourne,VIC,-37.92244,145.034433,4800,9993,48.0,5
Melbourne_533,Melbourne,VIC,-37.690669,145.011158,4800,9993,48.0,5
Melbourne_534,Melbourne,VIC,-37.87754,144.832346,4800,9993,48.0,5
Melbourne_535,Melbourne,VIC,-37.829399,145.114807,4800,9993,48.0,5
Melbourne_536,Melbourne,VIC,-37.714334,144.880149,4800,9993,48.0,5
Melbourne_537,Melbourne,VIC,-37.931782,144.940255,4800,9993,48.0,5
Melbourne_538,Melbourne,VIC,-37.721252,145.079384,4800,9993,48.0,5
Melbourne_539,Melbourne,VIC,-37.804097,144.806305,4800,9993,48.0,5
Melbourne_540,Melbourne,VIC,-37.896607,145.070002,4800,9993,48.0,5
Melbourne_541,Melbourne,VIC,-37.697207,144.949196,4800,9993,48.0,5
Melbourne_542,Melbourne,VIC,-37.911947,144.856739,4800,9993,48.0,5
Melbourne_543,Melbourne,VIC,-37.802853,145.11626,4800,9993,48.0,5
Melbourne_544,Melbourne,VIC,-37.749911,144.820002,4800,9993,48.0,5
Melbourne_545,Melbourne,VIC,-37.940374,145.003567,4800,9993,48.0,5
Melbourne_546,Melbourne,VIC,-37.707304,145.035148,4800,9993,48.0,5
Melbourne_547,Melbourne,VIC,-37.854678,144.803215,4800,9993,48.0,5
Melbourne_548,Melbourne,VIC,-37.868901,145.097975,4800,9993,48.0,5
Melbourne_549,Melbourne,VIC,-37.693265,144.891039,4800,9993,48.0,5
Melbourne_550,Melbourne,VIC,-37.927605,144.914313,4800,9993,48.0,5
Melbourne_551,Melbourne,VIC,-37.74931,145.09145,4800,9993,48.0,5
Melbourne_552,Melbourne,VIC,-37.789338,144.796644,4800,9993,48.0,5
Melbourne_553,Melbourne,VIC,-37.926304,145.049457,4800,9993,48.0,5
Melbourne_554,Melbourne,VIC,-37.685684,144.988532,4800,9993,48.0,5
Melbourne_555,Melbourne,VIC,-37.893404,144.851314,4800,9993,48.0,5
Melbourne_556,Melbourne,VIC,-37.821095,145.127515,4800,9993,48.0,5
Melbourne_557,Melbourne,VIC,-37.726257,144.855317,4800,9993,48.0,5
Melbourne_558,Melbourne,VIC,-37.945604,144.964654,4800,9993,48.0,5
Melbourne_559,Melbourne,VIC,-37.722803,145.060964,4800,9993,48.0,5
