venue_id,census_year,suburb,latitude,longitude,seating_type,seats
3588,2016,St Kilda,-37.879627,144.974878,Seats - Both,48
3589,2016,St Kilda,-37.872215,144.983527,Seats - Outdoor,10
3590,2016,St Kilda,-37.86377,144.972336,Seats - Outdoor,33
3591,2016,St Kilda,-37.868111,144.990148,Seats - Indoor,71
3592,2016,St Kilda,-37.867372,144.982162,Seats - Indoor,23
3593,2016,St Kilda,-37.865849,144.976479,Seats - Both,89
3594,2016,St Kilda,-37.866387,144.981238,Seats - Both,113
3595,2016,St Kilda,-37.865026,144.972222,Seats - Indoor,20
3596,2016,St Kilda,-37.875303,144.981892,Seats - Outdoor,26
3597,2016,St Kilda,-37.865213,144.96837,Seats - Both,69
3598,2016,St Kilda,-37.87237,144.979406,Seats - Outdoor,20
3599,2016,St Kilda,-37.861068,144.982352,Seats - Indoor,45
3600,2016,St Kilda,-37.866242,144.981235,Seats - Indoor,47
3601,2016,St Kilda,-37.86497,144.986711,Seats - Indoor,34
3602,2016,St Kilda,-37.864033,144.979103,Seats - Indoor,26
3603,2016,St Kilda,-37.866931,144.976029,Seats - Both,108
3604,2016,St Kilda,-37.869557,144.980917,Seats - Both,35
3605,2016,St Kilda,-37.867105,144.981251,Seats - Indoor,48
3606,2016,St Kilda,-37.864527,144.980965,Seats - Indoor,29
3607,2016,St Kilda,-37.878794,144.981662,Seats - Outdoor,40
3608,2016,St Kilda,-37.860986,144.988812,Seats - Indoor,24
3609,2016,St Kilda,-37.869032,144.984081,Seats - Indoor,38
3610,2016,St Kilda,-37.871771,144.980229,Seats - Indoor,25
3611,2016,St Kilda,-37.863834,144.981497,Seats - Indoor,80
3612,2016,St Kilda,-37.864443,144.97387,Seats - Indoor,58
3613,2016,St Kilda,-37.855845,144.984217,Seats - Both,75
3614,2016,St Kilda,-37.861678,144.98671,Seats - Both,47
3615,2016,St Kilda,-37.86326,144.990051,Seats - Indoor,22
3616,2016,St Kilda,-37.857597,144.979997,Seats - Both,119
3617,2016,St Kilda,-37.877693,144.982119,Seats - Indoor,61
3618,2016,St Kilda East,-37.860819,144.998988,Seats - Indoor,59
3619,2016,St Kilda East,-37.859591,144.998548,Seats - Indoor,57
3620,2016,St Kilda East,-37.868933,145.001329,Seats - Both,79
3621,2016,St Kilda East,-37.859035,145.001388,Seats - Outdoor,15
3622,2016,St Kilda East,-37.866835,144.995847,Seats - Outdoor,29
3623,2016,St Kilda East,-37.860003,145.002303,Seats - Both,101
3624,2016,St Kilda East,-37.865061,145.000723,Seats - Both,57
3625,2016,St Kilda East,-37.862618,144.998397,Seats - Both,105
3626,2016,St Kilda East,-37.862413,144.997581,Seats - Indoor,62
3627,2016,St Kilda East,-37.861565,144.997987,Seats - Both,29
3628,2016,St Kilda East,-37.861182,144.997489,Seats - Indoor,52
3629,2016,St Kilda East,-37.864576,144.998439,Seats - Indoor,37
3630,2016,St Kilda East,-37.865439,144.991237,Seats - Both,97
3631,2016,St Kilda East,-37.865117,144.997072,Seats - Indoor,47
3632,2016,St Kilda East,-37.863704,144.994999,Seats - Indoor,41
3633,2016,St Kilda East,-37.865057,144.997309,Seats - Indoor,53
3634,2016,St Kilda East,-37.861939,144.994339,Seats - Outdoor,13
3635,2016,St Kilda East,-37.862572,144.993968,Seats - Outdoor,27
3636,2016,St Kilda East,-37.860345,144.995194,Seats - Indoor,65
3637,2016,St Kilda East,-37.863987,144.997005,Seats - Both,73
3638,2016,St Kilda East,-37.861747,144.999713,Seats - Outdoor,16
3639,2016,Elwood,-37.879207,144.985552,Seats - Indoor,75
3640,2016,Elwood,-37.877731,144.988659,Seats - Indoor,27
3641,2016,Elwood,-37.883359,144.991594,Seats - Outdoor,23
3642,2016,Elwood,-37.881415,144.988032,Seats - Outdoor,14
3643,2016,Elwood,-37.883376,144.986534,Seats - Indoor,30
3644,2016,Elwood,-37.879344,144.994576,Seats - Both,85
3645,2016,Elwood,-37.88278,144.990523,Seats - Outdoor,25
3646,2016,Elwood,-37.887301,144.984413,Seats - Both,83
3647,2016,Elwood,-37.884003,144.986645,Seats - Indoor,63
3648,2016,Elwood,-37.8817,144.990953,Seats - Indoor,65
3649,2016,Elwood,-37.879953,144.986416,Seats - Outdoor,25
3650,2016,Elwood,-37.882964,144.993794,Seats - Indoor,67
3651,2016,Elwood,-37.883128,144.991702,Seats - Indoor,28
3652,2016,Elwood,-37.88462,144.988257,Seats - Indoor,30
3653,2016,Elwood,-37.887881,144.984068,Seats - Outdoor,23
3654,2016,Elwood,-37.882421,144.987731,Seats - Both,115
3655,2016,Elwood,-37.881888,144.987385,Seats - Indoor,41
3656,2016,Elwood,-37.883243,144.988663,Seats - Indoor,40
3657,2016,Elwood,-37.884154,144.980643,Seats - Indoor,27
3658,2016,Elwood,-37.884773,144.990154,Seats - Indoor,29
3659,2016,Port Melbourne,-37.841339,144.943271,Seats - Outdoor,25
3660,2016,Port Melbourne,-37.842145,144.939343,Seats - Outdoor,21
3661,2016,Port Melbourne,-37.841476,144.94038,Seats - Outdoor,23
3662,2016,Port Melbourne,-37.851179,144.938889,Seats - Indoor,46
3663,2016,Port Melbourne,-37.833421,144.938123,Seats - Indoor,21
3664,2016,Port Melbourne,-37.839064,144.930991,Seats - Indoor,28
3665,2016,Port Melbourne,-37.836977,144.935851,Seats - Indoor,68
3666,2016,Port Melbourne,-37.838324,144.931536,Seats - Outdoor,12
3667,2016,Port Melbourne,-37.842957,144.935251,Seats - Outdoor,36
3668,2016,Port Melbourne,-37.83597,144.948941,Seats - Both,69
3669,2016,Port Melbourne,-37.839704,144.944529,Seats - Indoor,31
3670,2016,Port Melbourne,-37.835367,144.938452,Seats - Indoor,42
3671,2016,Port Melbourne,-37.832689,144.937383,Seats - Outdoor,17
3672,2016,Port Melbourne,-37.832837,144.943851,Seats - Outdoor,14
3673,2016,Port Melbourne,-37.840001,144.946347,Seats - Both,115
3674,2016,Port Melbourne,-37.840483,144.939179,Seats - Both,33
3675,2016,Port Melbourne,-37.838775,144.942681,Seats - Both,116
3676,2016,Port Melbourne,-37.827833,144.934502,Seats - Both,93
3677,2016,Port Melbourne,-37.837139,144.931267,Seats - Indoor,77
3678,2016,Port Melbourne,-37.838593,144.937933,Seats - Both,61
3679,2016,Port Melbourne,-37.838007,144.928213,Seats - Indoor,57
3680,2016,Port Melbourne,-37.835722,144.938035,Seats - Indoor,53
3681,2016,Port Melbourne,-37.839957,144.932053,Seats - Outdoor,25
3682,2016,Port Melbourne,-37.845032,144.933827,Seats - Outdoor,30
3683,2016,Port Melbourne,-37.834349,144.941689,Seats - Indoor,45
3684,2016,Port Melbourne,-37.843468,144.948128,Seats - Indoor,44
3685,2016,Port Melbourne,-37.844708,144.936641,Seats - Indoor,16
3686,2016,Port Melbourne,-37.839863,144.935506,Seats - Both,49
3687,2016,Port Melbourne,-37.840268,144.938916,Seats - Indoor,23
3688,2016,Port Melbourne,-37.826901,144.948462,Seats - Outdoor,16
3689,2016,Port Melbourne,-37.838365,144.941929,Seats - Indoor,18
3690,2016,Port Melbourne,-37.839454,144.950856,Seats - Indoor,49
3691,2016,Port Melbourne,-37.845539,144.928551,Seats - Both,31
3692,2016,Port Melbourne,-37.840985,144.941557,Seats - Indoor,46
3693,2016,Port Melbourne,-37.837416,144.931102,Seats - Outdoor,23
3694,2016,South Melbourne,-37.8351,144.94901,Seats - Outdoor,8
3695,2016,South Melbourne,-37.828332,144.952317,Seats - Both,72
3696,2016,South Melbourne,-37.831429,144.953456,Seats - Outdoor,22
3697,2016,South Melbourne,-37.829768,144.953101,Seats - Indoor,58
3698,2016,South Melbourne,-37.826097,144.951544,Seats - Outdoor,18
3699,2016,South Melbourne,-37.830991,144.955394,Seats - Outdoor,9
3700,2016,South Melbourne,-37.834461,144.952062,Seats - Both,49
3701,2016,South Melbourne,-37.833574,144.946623,Seats - Indoor,40
3702,2016,South Melbourne,-37.831784,144.959095,Seats - Indoor,71
3703,2016,South Melbourne,-37.832631,144.957749,Seats - Indoor,40
3704,2016,South Melbourne,-37.838061,144.961466,Seats - Outdoor,35
3705,2016,South Melbourne,-37.832076,144.95654,Seats - Both,80
3706,2016,South Melbourne,-37.834989,144.9572,Seats - Indoor,36
3707,2016,South Melbourne,-37.836808,144.944976,Seats - Indoor,34
3708,2016,South Melbourne,-37.832382,144.957904,Seats - Indoor,43
3709,2016,South Melbourne,-37.833843,144.952035,Seats - Outdoor,29
3710,2016,South Melbourne,-37.831009,144.953017,Seats - Both,88
3711,2016,South Melbourne,-37.834672,144.951949,Seats - Indoor,36
3712,2016,South Melbourne,-37.83914,144.949088,Seats - Indoor,47
3713,2016,South Melbourne,-37.841068,144.947683,Seats - Both,22
3714,2016,South Melbourne,-37.831752,144.959087,Seats - Both,79
3715,2016,South Melbourne,-37.82477,144.950345,Seats - Indoor,30
3716,2016,South Melbourne,-37.83036,144.952818,Seats - Outdoor,15
3717,2016,South Melbourne,-37.837191,144.953089,Seats - Outdoor,16
3718,2016,South Melbourne,-37.830321,144.956062,Seats - Both,36
3719,2016,South Melbourne,-37.832913,144.956667,Seats - Both,89
3720,2016,South Melbourne,-37.830498,144.952445,Seats - Outdoor,29
3721,2016,South Melbourne,-37.83497,144.95464,Seats - Indoor,31
3722,2016,South Melbourne,-37.832364,144.95363,Seats - Indoor,40
3723,2016,South Melbourne,-37.827921,144.962034,Seats - Outdoor,13
3724,2016,South Melbourne,-37.839261,144.954184,Seats - Indoor,24
3725,2016,South Melbourne,-37.833305,144.950453,Seats - Indoor,49
3726,2016,South Melbourne,-37.828919,144.954786,Seats - Indoor,15
3727,2016,South Melbourne,-37.831541,144.946216,Seats - Outdoor,9
3728,2016,South Melbourne,-37.830663,144.956559,Seats - Outdoor,13
3729,2016,South Melbourne,-37.830461,144.956669,Seats - Both,32
3730,2016,South Melbourne,-37.841847,144.959104,Seats - Outdoor,11
3731,2016,South Melbourne,-37.831256,144.946639,Seats - Outdoor,17
3732,2016,South Melbourne,-37.829112,144.954674,Seats - Outdoor,40
3733,2016,South Melbourne,-37.837587,144.948146,Seats - Indoor,24
3734,2016,South Melbourne,-37.835442,144.954169,Seats - Outdoor,38
3735,2016,South Melbourne,-37.834266,144.961119,Seats - Outdoor,17
3736,2016,South Melbourne,-37.829563,144.962845,Seats - Outdoor,10
3737,2016,South Melbourne,-37.834985,144.960356,Seats - Outdoor,37
3738,2016,South Melbourne,-37.826997,144.956149,Seats - Indoor,47
3739,2016,Albert Park,-37.853097,144.956544,Seats - Indoor,80
3740,2016,Albert Park,-37.849358,144.95459,Seats - Indoor,29
3741,2016,Albert Park,-37.848797,144.954605,Seats - Indoor,43
3742,2016,Albert Park,-37.845164,144.951741,Seats - Indoor,53
3743,2016,Albert Park,-37.84595,144.944735,Seats - Indoor,19
3744,2016,Albert Park,-37.850073,144.951577,Seats - Indoor,66
3745,2016,Albert Park,-37.847926,144.956563,Seats - Both,91
3746,2016,Albert Park,-37.852629,144.953071,Seats - Both,118
3747,2016,Albert Park,-37.853038,144.947392,Seats - Both,87
3748,2016,Albert Park,-37.848418,144.953541,Seats - Indoor,20
3749,2016,Albert Park,-37.841794,144.947981,Seats - Indoor,29
3750,2016,Albert Park,-37.842145,144.945496,Seats - Outdoor,24
3751,2016,Albert Park,-37.85118,144.949474,Seats - Both,42
3752,2016,Albert Park,-37.853332,144.950468,Seats - Both,51
3753,2016,Albert Park,-37.85288,144.951559,Seats - Outdoor,12
3754,2016,Albert Park,-37.851407,144.954019,Seats - Outdoor,17
3755,2016,Albert Park,-37.850828,144.945965,Seats - Indoor,35
3756,2016,Albert Park,-37.854705,144.951099,Seats - Outdoor,27
3757,2016,Albert Park,-37.850966,144.953482,Seats - Indoor,67
3758,2016,Albert Park,-37.848914,144.949569,Seats - Outdoor,35
3759,2016,Albert Park,-37.848225,144.955858,Seats - Both,30
3760,2016,Albert Park,-37.850121,144.952314,Seats - Indoor,63
3761,2016,Albert Park,-37.84365,144.961262,Seats - Indoor,51
3762,2016,Albert Park,-37.848215,144.950992,Seats - Indoor,43
3763,2016,Albert Park,-37.849693,144.947658,Seats - Outdoor,19
3764,2016,Albert Park,-37.851752,144.963198,Seats - Both,22
3765,2016,Albert Park,-37.851204,144.94748,Seats - Indoor,49
3766,2016,Albert Park,-37.84587,144.947817,Seats - Both,87
3767,2016,Albert Park,-37.857942,144.951663,Seats - Both,113
3768,2016,Albert Park,-37.846696,144.954163,Seats - Outdoor,19
3769,2016,Albert Park,-37.847446,144.948769,Seats - Outdoor,16
3770,2016,Middle Park,-37.853475,144.954929,Seats - Outdoor,10
3771,2016,Middle Park,-37.855057,144.960773,Seats - Both,57
3772,2016,Middle Park,-37.853531,144.963669,Seats - Indoor,59
3773,2016,Middle Park,-37.852743,144.959962,Seats - Outdoor,15
3774,2016,Middle Park,-37.855677,144.957501,Seats - Indoor,27
3775,2016,Middle Park,-37.850008,144.958916,Seats - Indoor,73
3776,2016,Middle Park,-37.854948,144.950028,Seats - Outdoor,20
3777,2016,Middle Park,-37.853927,144.957508,Seats - Outdoor,39
3778,2016,Middle Park,-37.853367,144.959439,Seats - Indoor,42
3779,2016,Middle Park,-37.851027,144.95686,Seats - Indoor,23
3780,2016,Middle Park,-37.847541,144.953903,Seats - Outdoor,40
3781,2016,Middle Park,-37.861661,144.956185,Seats - Both,32
3782,2016,Middle Park,-37.857434,144.956969,Seats - Indoor,15
3783,2016,Middle Park,-37.852086,144.956148,Seats - Both,23
3784,2016,Middle Park,-37.856321,144.954397,Seats - Indoor,30
3785,2016,Middle Park,-37.852089,144.952418,Seats - Indoor,62
3786,2016,Middle Park,-37.856147,144.960244,Seats - Indoor,50
3787,2016,Middle Park,-37.852211,144.951835,Seats - Both,73
3788,2016,Footscray,-37.794366,144.893663,Seats - Indoor,58
3789,2016,Footscray,-37.799234,144.90173,Seats - Indoor,23
3790,2016,Footscray,-37.7965,144.888158,Seats - Outdoor,26
3791,2016,Footscray,-37.796956,144.903423,Seats - Indoor,75
3792,2016,Footscray,-37.801201,144.90132,Seats - Indoor,66
3793,2016,Footscray,-37.79706,144.911024,Seats - Indoor,41
3794,2016,Footscray,-37.80562,144.895439,Seats - Indoor,71
3795,2016,Footscray,-37.801282,144.905771,Seats - Indoor,46
3796,2016,Footscray,-37.792743,144.896158,Seats - Both,57
3797,2016,Footscray,-37.795835,144.905816,Seats - Both,25
3798,2016,Footscray,-37.796779,144.892268,Seats - Both,63
3799,2016,Footscray,-37.799501,144.914869,Seats - Indoor,19
3800,2016,Footscray,-37.802953,144.899756,Seats - Outdoor,35
3801,2016,Footscray,-37.800302,144.898917,Seats - Indoor,38
3802,2016,Footscray,-37.799189,144.898589,Seats - Both,66
3803,2016,Footscray,-37.809333,144.90844,Seats - Indoor,17
3804,2016,Footscray,-37.806814,144.906399,Seats - Indoor,41
3805,2016,Footscray,-37.797735,144.902409,Seats - Indoor,57
3806,2016,Footscray,-37.806757,144.909281,Seats - Outdoor,19
3807,2016,Footscray,-37.802931,144.901284,Seats - Outdoor,39
3808,2016,Footscray,-37.806781,144.90381,Seats - Both,99
3809,2016,Footscray,-37.798867,144.90758,Seats - Indoor,19
3810,2016,Footscray,-37.797004,144.903682,Seats - Outdoor,36
3811,2016,Footscray,-37.799548,144.894411,Seats - Indoor,31
3812,2016,Footscray,-37.803672,144.902498,Seats - Outdoor,15
3813,2016,Footscray,-37.792798,144.903189,Seats - Indoor,16
3814,2016,Footscray,-37.801851,144.898884,Seats - Indoor,22
3815,2016,Footscray,-37.799017,144.895199,Seats - Indoor,16
3816,2016,Footscray,-37.801831,144.893322,Seats - Indoor,35
3817,2016,Footscray,-37.806583,144.904993,Seats - Outdoor,34
3818,2016,Footscray,-37.799752,144.891897,Seats - Indoor,51
3819,2016,Footscray,-37.796691,144.892166,Seats - Outdoor,37
3820,2016,Footscray,-37.794848,144.904205,Seats - Indoor,60
3821,2016,Footscray,-37.807376,144.895799,Seats - Outdoor,17
3822,2016,Footscray,-37.80174,144.90268,Seats - Indoor,78
3823,2016,Footscray,-37.795075,144.894761,Seats - Both,44
3824,2016,Footscray,-37.789426,144.896251,Seats - Indoor,42
3825,2016,Footscray,-37.801337,144.903456,Seats - Both,71
3826,2016,Footscray,-37.813376,144.893812,Seats - Indoor,16
3827,2016,Footscray,-37.794287,144.899652,Seats - Indoor,29
3828,2016,Footscray,-37.806014,144.901848,Seats - Both,102
3829,2016,Footscray,-37.809048,144.90385,Seats - Indoor,43
3830,2016,Footscray,-37.80435,144.899541,Seats - Outdoor,31
3831,2016,Footscray,-37.807404,144.889145,Seats - Outdoor,9
3832,2016,Footscray,-37.79254,144.884834,Seats - Both,64
3833,2016,Footscray,-37.789369,144.896815,Seats - Indoor,32
3834,2016,Footscray,-37.79469,144.895389,Seats - Indoor,17
3835,2016,Footscray,-37.810686,144.896355,Seats - Indoor,59
3836,2016,Footscray,-37.803477,144.899117,Seats - Outdoor,13
3837,2016,Footscray,-37.799368,144.894028,Seats - Indoor,66
3838,2016,Footscray,-37.809016,144.889625,Seats - Indoor,75
3839,2016,Footscray,-37.799598,144.897417,Seats - Both,38
3840,2016,Footscray,-37.799468,144.888685,Seats - Indoor,57
3841,2016,Footscray,-37.791405,144.89881,Seats - Indoor,38
3842,2016,Footscray,-37.799556,144.893814,Seats - Indoor,53
3843,2016,Footscray,-37.79793,144.896019,Seats - Both,23
3844,2016,Footscray,-37.798867,144.896809,Seats - Outdoor,8
3845,2016,Footscray,-37.789754,144.900606,Seats - Indoor,64
3846,2016,Yarraville,-37.829042,144.893601,Seats - Indoor,63
3847,2016,Yarraville,-37.81958,144.882955,Seats - Outdoor,29
3848,2016,Yarraville,-37.814679,144.875334,Seats - Indoor,22
3849,2016,Yarraville,-37.818961,144.884103,Seats - Outdoor,13
3850,2016,Yarraville,-37.819459,144.889055,Seats - Both,61
3851,2016,Yarraville,-37.814142,144.884576,Seats - Indoor,80
3852,2016,Yarraville,-37.816237,144.888732,Seats - Indoor,66
3853,2016,Yarraville,-37.818897,144.881942,Seats - Indoor,49
3854,2016,Yarraville,-37.819072,144.892703,Seats - Indoor,50
3855,2016,Yarraville,-37.819071,144.88401,Seats - Both,37
3856,2016,Yarraville,-37.819019,144.875283,Seats - Indoor,30
3857,2016,Yarraville,-37.821024,144.880595,Seats - Outdoor,13
3858,2016,Yarraville,-37.818121,144.877647,Seats - Outdoor,38
3859,2016,Yarraville,-37.809984,144.878144,Seats - Both,92
3860,2016,Yarraville,-37.819701,144.877072,Seats - Outdoor,24
3861,2016,Yarraville,-37.808701,144.884538,Seats - Outdoor,24
3862,2016,Yarraville,-37.815595,144.884242,Seats - Indoor,43
3863,2016,Yarraville,-37.816192,144.884304,Seats - Both,65
3864,2016,Yarraville,-37.818536,144.880249,Seats - Indoor,65
3865,2016,Yarraville,-37.814108,144.886642,Seats - Indoor,15
3866,2016,Yarraville,-37.814275,144.897714,Seats - Both,106
3867,2016,Yarraville,-37.813635,144.886727,Seats - Indoor,28
3868,2016,Yarraville,-37.817186,144.887724,Seats - Both,105
3869,2016,Yarraville,-37.819855,144.887705,Seats - Outdoor,30
3870,2016,Yarraville,-37.81985,144.885101,Seats - Indoor,51
3871,2016,Yarraville,-37.819882,144.888772,Seats - Outdoor,18
3872,2016,Yarraville,-37.815671,144.879945,Seats - Indoor,64
3873,2016,Yarraville,-37.818324,144.884312,Seats - Both,75
3874,2016,Yarraville,-37.820066,144.897764,Seats - Indoor,40
3875,2016,Yarraville,-37.821129,144.875091,Seats - Indoor,27
3876,2016,Yarraville,-37.810201,144.878619,Seats - Outdoor,39
3877,2016,Seddon,-37.811074,144.892945,Seats - Indoor,34
3878,2016,Seddon,-37.815952,144.885572,Seats - Both,95
3879,2016,Seddon,-37.813855,144.890506,Seats - Outdoor,24
3880,2016,Seddon,-37.820031,144.889867,Seats - Indoor,57
3881,2016,Seddon,-37.812338,144.887008,Seats - Outdoor,36
3882,2016,Seddon,-37.81168,144.894617,Seats - Both,89
3883,2016,Seddon,-37.811935,144.892704,Seats - Outdoor,28
3884,2016,Seddon,-37.814288,144.892707,Seats - Outdoor,36
3885,2016,Seddon,-37.811375,144.890814,Seats - Both,95
3886,2016,Seddon,-37.816102,144.889642,Seats - Indoor,29
3887,2016,Seddon,-37.816459,144.89254,Seats - Indoor,77
3888,2016,Seddon,-37.81173,144.894502,Seats - Both,38
3889,2016,Seddon,-37.811662,144.890531,Seats - Outdoor,32
3890,2016,Seddon,-37.813219,144.890634,Seats - Both,43
3891,2016,Seddon,-37.811546,144.894155,Seats - Outdoor,13
3892,2016,Seddon,-37.807484,144.890744,Seats - Outdoor,8
3893,2016,Seddon,-37.811363,144.886769,Seats - Indoor,27
3894,2016,Kensington,-37.797652,144.928292,Seats - Indoor,36
3895,2016,Kensington,-37.791916,144.92931,Seats - Indoor,64
3896,2016,Kensington,-37.790242,144.92569,Seats - Both,91
3897,2016,Kensington,-37.801073,144.923265,Seats - Indoor,69
3898,2016,Kensington,-37.799122,144.923479,Seats - Both,22
3899,2016,Kensington,-37.794255,144.926391,Seats - Both,62
3900,2016,Kensington,-37.793423,144.917555,Seats - Outdoor,22
3901,2016,Kensington,-37.798291,144.922713,Seats - Both,96
3902,2016,Kensington,-37.796552,144.924008,Seats - Both,102
3903,2016,Kensington,-37.791041,144.933071,Seats - Indoor,79
3904,2016,Kensington,-37.797221,144.926509,Seats - Indoor,58
3905,2016,Kensington,-37.800197,144.928506,Seats - Indoor,18
3906,2016,Kensington,-37.797273,144.92291,Seats - Indoor,36
3907,2016,Kensington,-37.795595,144.932022,Seats - Indoor,75
3908,2016,Kensington,-37.794005,144.933499,Seats - Outdoor,9
3909,2016,Kensington,-37.792487,144.925219,Seats - Indoor,23
3910,2016,Kensington,-37.794766,144.926669,Seats - Outdoor,37
3911,2016,Kensington,-37.800312,144.927159,Seats - Indoor,33
3912,2016,Kensington,-37.79315,144.922883,Seats - Indoor,77
3913,2016,Kensington,-37.796397,144.924718,Seats - Both,60
3914,2016,Kensington,-37.798301,144.926731,Seats - Both,24
3915,2016,Kensington,-37.794913,144.922199,Seats - Outdoor,8
3916,2016,Kensington,-37.797806,144.928537,Seats - Outdoor,23
3917,2016,Flemington,-37.786435,144.920146,Seats - Outdoor,31
3918,2016,Flemington,-37.783878,144.923999,Seats - Outdoor,29
3919,2016,Flemington,-37.785788,144.923198,Seats - Indoor,29
3920,2016,Flemington,-37.780298,144.93551,Seats - Indoor,57
3921,2016,Flemington,-37.782339,144.925455,Seats - Indoor,64
3922,2016,Flemington,-37.787397,144.928985,Seats - Indoor,51
3923,2016,Flemington,-37.782964,144.930785,Seats - Both,107
3924,2016,Flemington,-37.788489,144.926924,Seats - Indoor,64
3925,2016,Flemington,-37.7828,144.925502,Seats - Both,89
3926,2016,Flemington,-37.776302,144.925755,Seats - Both,63
3927,2016,Flemington,-37.786249,144.92976,Seats - Outdoor,28
3928,2016,Flemington,-37.781701,144.934281,Seats - Outdoor,38
3929,2016,Flemington,-37.78031,144.936717,Seats - Indoor,35
3930,2016,Flemington,-37.787839,144.931055,Seats - Both,48
3931,2016,Flemington,-37.78665,144.932588,Seats - Outdoor,14
3932,2016,Flemington,-37.782214,144.940247,Seats - Outdoor,33
3933,2016,Flemington,-37.784543,144.928672,Seats - Outdoor,24
3934,2016,Flemington,-37.775766,144.92533,Seats - Outdoor,9
3935,2016,Parkville,-37.788806,144.947063,Seats - Indoor,47
3936,2016,Parkville,-37.788682,144.955237,Seats - Outdoor,15
3937,2016,Parkville,-37.78443,144.947923,Seats - Both,29
3938,2016,Parkville,-37.787684,144.952245,Seats - Indoor,75
3939,2016,Parkville,-37.78798,144.954978,Seats - Both,62
3940,2016,Parkville,-37.791067,144.951654,Seats - Indoor,60
3941,2016,Parkville,-37.788363,144.955866,Seats - Indoor,72
3942,2016,Parkville,-37.78461,144.957045,Seats - Indoor,41
3943,2016,Parkville,-37.789378,144.949735,Seats - Both,73
3944,2016,Parkville,-37.794735,144.954008,Seats - Outdoor,23
3945,2016,Parkville,-37.788014,144.949418,Seats - Indoor,16
3946,2016,Parkville,-37.786717,144.952322,Seats - Both,109
3947,2016,Parkville,-37.785446,144.948321,Seats - Indoor,25
3948,2016,Parkville,-37.786264,144.953707,Seats - Indoor,29
3949,2016,Parkville,-37.790214,144.949037,Seats - Outdoor,16
3950,2016,Parkville,-37.788983,144.9526,Seats - Indoor,44
3951,2016,Parkville,-37.786943,144.949505,Seats - Both,64
3952,2016,Parkville,-37.794152,144.957181,Seats - Both,91
3953,2016,Parkville,-37.787018,144.947147,Seats - Indoor,21
3954,2016,Parkville,-37.783239,144.9511,Seats - Outdoor,34
3955,2016,Parkville,-37.788139,144.949361,Seats - Indoor,52
3956,2016,West Melbourne,-37.804967,144.951121,Seats - Outdoor,25
3957,2016,West Melbourne,-37.810641,144.946193,Seats - Outdoor,31
3958,2016,West Melbourne,-37.807243,144.944114,Seats - Outdoor,26
3959,2016,West Melbourne,-37.807309,144.948629,Seats - Both,35
3960,2016,West Melbourne,-37.802625,144.945725,Seats - Indoor,56
3961,2016,West Melbourne,-37.801121,144.948273,Seats - Indoor,19
3962,2016,West Melbourne,-37.802799,144.948652,Seats - Indoor,43
3963,2016,West Melbourne,-37.813274,144.943344,Seats - Indoor,44
3964,2016,West Melbourne,-37.803825,144.952187,Seats - Both,34
3965,2016,West Melbourne,-37.806158,144.940382,Seats - Indoor,14
3966,2016,West Melbourne,-37.809539,144.95053,Seats - Outdoor,35
3967,2016,West Melbourne,-37.809788,144.946252,Seats - Indoor,52
3968,2016,West Melbourne,-37.808778,144.951082,Seats - Outdoor,32
3969,2016,West Melbourne,-37.816377,144.941185,Seats - Indoor,77
3970,2016,West Melbourne,-37.803529,144.945786,Seats - Both,74
3971,2016,West Melbourne,-37.812055,144.948548,Seats - Indoor,51
3972,2016,West Melbourne,-37.809063,144.945462,Seats - Indoor,60
3973,2016,West Melbourne,-37.803078,144.938778,Seats - Outdoor,31
3974,2016,West Melbourne,-37.809731,144.955198,Seats - Indoor,41
3975,2016,West Melbourne,-37.80737,144.945002,Seats - Outdoor,14
3976,2016,North Melbourne,-37.797407,144.944736,Seats - Indoor,32
3977,2016,North Melbourne,-37.793315,144.937855,Seats - Outdoor,13
3978,2016,North Melbourne,-37.791132,144.946069,Seats - Both,86
3979,2016,North Melbourne,-37.797884,144.947035,Seats - Indoor,73
3980,2016,North Melbourne,-37.801119,144.948278,Seats - Outdoor,33
3981,2016,North Melbourne,-37.799908,144.942741,Seats - Indoor,37
3982,2016,North Melbourne,-37.793839,144.939516,Seats - Indoor,60
3983,2016,North Melbourne,-37.801271,144.941455,Seats - Indoor,33
3984,2016,North Melbourne,-37.791011,144.933618,Seats - Indoor,25
3985,2016,North Melbourne,-37.80576,144.942386,Seats - Outdoor,37
3986,2016,North Melbourne,-37.802871,144.948103,Seats - Indoor,27
3987,2016,North Melbourne,-37.802434,144.947086,Seats - Indoor,70
3988,2016,North Melbourne,-37.79172,144.941163,Seats - Indoor,72
3989,2016,North Melbourne,-37.799145,144.939821,Seats - Both,113
3990,2016,North Melbourne,-37.796815,144.949532,Seats - Outdoor,19
3991,2016,North Melbourne,-37.788107,144.939825,Seats - Indoor,36
3992,2016,North Melbourne,-37.791708,144.953675,Seats - Both,47
3993,2016,North Melbourne,-37.798526,144.932328,Seats - Both,113
3994,2016,North Melbourne,-37.801592,144.945036,Seats - Both,29
3995,2016,North Melbourne,-37.8001,144.940067,Seats - Outdoor,23
3996,2016,North Melbourne,-37.794821,144.940226,Seats - Indoor,45
3997,2016,North Melbourne,-37.795833,144.933127,Seats - Outdoor,28
3998,2016,North Melbourne,-37.801626,144.941471,Seats - Indoor,76
3999,2016,North Melbourne,-37.798792,144.937301,Seats - Outdoor,39
